stage,epoch,global_epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,lr_head,lr_backbone,epoch_seconds,trainable_parameters
head,1,1,1.564999150749821,0.4798657718120805,1.2434443235397339,0.64453125,0.6550252387632554,0.6410618279569893,0.6382450782770724,0.001,,40.862031199999365,10248
head,2,2,1.0386070941118586,0.7164429530201343,1.0054673328995705,0.720703125,0.7231746029261561,0.7198042674731183,0.7189215165419764,0.001,,38.56273085199973,10248
head,3,3,0.8213706192554243,0.7835570469798657,0.8755325898528099,0.76953125,0.7753423195905631,0.7696843688905181,0.7701040790767602,0.001,,38.69728756800032,10248
head,4,4,0.6988848887833973,0.8313758389261745,0.7885157614946365,0.78125,0.7867768667669729,0.781410755742913,0.7824665468497569,0.001,,37.84871580399977,10248
head,5,5,0.6162184724871744,0.8443791946308725,0.721211276948452,0.796875,0.79819440782699,0.7975558253910069,0.7961128306127188,0.001,,37.19255013299971,10248
partial,1,6,0.8401594141985747,0.7818791946308725,0.7734647616744041,0.794921875,0.7957019346856716,0.7947828842864125,0.792580254507286,0.0003,3e-05,38.74537154000063,3165988
partial,2,7,0.5782348981639683,0.8703859060402684,0.6321057677268982,0.8359375,0.8369958837336395,0.8366145069648093,0.833947955751898,0.0003,3e-05,36.61830923799971,3165988
partial,3,8,0.4483186712601041,0.8993288590604027,0.5222263000905514,0.873046875,0.8727229288079523,0.874555153347996,0.8713258021303549,0.0003,3e-05,39.473595174000366,3165988
partial,4,9,0.3484787296928815,0.9295302013422819,0.44766808673739433,0.8828125,0.8832696297801652,0.8839656647116324,0.8821317219349721,0.0003,3e-05,40.494482383000104,3165988
partial,5,10,0.2681824036892628,0.950503355704698,0.388296777382493,0.88671875,0.8873244229762205,0.8877535434995112,0.8862468860801266,0.0003,3e-05,40.70927145499991,3165988
partial,6,11,0.21294054509009291,0.964765100671141,0.3482211362570524,0.904296875,0.9060090993668908,0.905055596285435,0.9042784310448957,0.0003,3e-05,40.55572296199989,3165988
partial,7,12,0.17564636058855376,0.9660234899328859,0.3183494284749031,0.908203125,0.9087885020488243,0.9089026606793744,0.9081289878966884,0.0003,3e-05,40.5914796219995,3165988
partial,8,13,0.14911064375566957,0.9731543624161074,0.3077586991712451,0.912109375,0.9135313603419775,0.9129899040811339,0.9120480766466499,0.0003,3e-05,40.58672940799988,3165988
partial,9,14,0.12121218602929339,0.9840604026845637,0.27801932394504547,0.92578125,0.9267406129857678,0.9264368737781036,0.9256848795655507,0.0003,3e-05,41.11123985300037,3165988
partial,10,15,0.10492873661870124,0.9828020134228188,0.2666431497782469,0.931640625,0.932393617367079,0.932237063172043,0.9316136871335277,0.0003,3e-05,40.87318331000006,3165988
full,1,16,0.3042053608286301,0.9131711409395973,0.3104714239016175,0.9140625,0.9153234671066074,0.9146356457722385,0.9132899071584992,0.0003,1e-05,43.01448221600003,4017796
full,2,17,0.22251617128416995,0.9437919463087249,0.29436065908521414,0.9140625,0.9156422872653449,0.9146474828934507,0.9133522214032708,0.0003,1e-05,37.409413805999975,4017796
full,3,18,0.1914276565681368,0.9509228187919463,0.27129258774220943,0.919921875,0.9208172553973444,0.92044767228739,0.9191190772600274,0.0003,1e-05,40.256042713999705,4017796
full,4,19,0.16706929940905346,0.9580536912751678,0.274021758697927,0.912109375,0.9130574084851399,0.9126947397360704,0.911060036080815,0.0003,1e-05,42.122908729999835,4017796
full,5,20,0.1439684372420279,0.9677013422818792,0.2469459967687726,0.923828125,0.9250342899743075,0.9242397513440861,0.9231337221843626,0.0003,1e-05,40.51265406600032,4017796
full,6,21,0.1289964802313171,0.9697986577181208,0.2414789628237486,0.923828125,0.9246224830590317,0.9244921493157381,0.9229378863101598,0.0003,1e-05,42.266134637000505,4017796
full,7,22,0.11699135821537683,0.9748322147651006,0.24009635765105486,0.92578125,0.9265820008792186,0.9265674639540566,0.9250120214907059,0.0003,1e-05,40.830258641,4017796
full,8,23,0.10212165817318347,0.9781879194630873,0.24169834051281214,0.923828125,0.9252286863274827,0.924543316226784,0.9229991193056767,0.0003,1e-05,41.73903502199937,4017796
full,9,24,0.10458302822889097,0.9744127516778524,0.22807125467807055,0.923828125,0.9250381190729982,0.9245551533479961,0.9235209474401065,0.0003,1e-05,38.994057126999905,4017796
full,10,25,0.0843771122045965,0.9807046979865772,0.2180864280089736,0.9296875,0.9299379539002779,0.9305959035923754,0.9290099898841845,0.0003,1e-05,38.504153077999945,4017796
full,11,26,0.08161713595458325,0.9802852348993288,0.21727890986949205,0.9296875,0.9301250006343117,0.9304737139540566,0.9294361351541472,0.0003,1e-05,40.331431820000034,4017796
full,12,27,0.07054659064184099,0.9874161073825504,0.22154881712049246,0.921875,0.9225302806859749,0.922779585166178,0.9209835880962778,0.0003,1e-05,41.893543250999755,4017796
full,13,28,0.07097073699403929,0.985738255033557,0.20933791622519493,0.92578125,0.9260879771246165,0.9265674639540566,0.9248810746082413,0.0003,1e-05,40.36133123000036,4017796
full,14,29,0.06338740570233173,0.9848993288590604,0.21490690018981695,0.92578125,0.9269099363786208,0.9265712823802541,0.9247804327507066,0.0003,1e-05,40.864554310999665,4017796
full,15,30,0.05651001047168002,0.9903523489932886,0.2081141397356987,0.93359375,0.9342499655824774,0.9343245967741935,0.9334631972738183,0.0003,1e-05,40.44845480299955,4017796
